Créditos-aula por Núcleo
PUCRS,BCC,UFRGS,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
24,16,0,68,86,0
40,8,0,40,64,0
