Créditos-aula por Núcleo
UFSC,BSI,UFRGS,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
16,24,0,20,81,8
40,8,0,40,64,0
