Créditos-aula por Núcleo
UFSC,BCC,UFPR,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
27,23,0,57,65,0
19,7,0,37,40,0
