Créditos-aula por Núcleo
UFSC,BCC,UFG,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
27,23,0,57,65,0
20,18,0,52,78,0
