Créditos-aula por Núcleo
IME,BCC,SBC,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
40,7,0,28,12,0
0,0,0,0,0,0
