Créditos-aula por Núcleo
UFPE,BCC,UFPR,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
17,17,5,31,38,0
19,7,0,37,40,0
