Créditos-aula por Núcleo
EACH,BSI,UFRGS,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
20,18,0,42,42,0
40,8,0,40,64,0
