Créditos-aula por Núcleo
ICMC,BCC,UFG,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
32,12,0,51,47,6
20,18,0,52,78,0
