Créditos-aula por Núcleo
PUCRS,BSI,UFPE,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
22,31,8,14,94,8
17,17,5,31,38,0
