Créditos-aula por Núcleo
UFRGS,BCC,UFPR,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
40,8,0,40,64,0
19,7,0,37,40,0
