Créditos-aula por Núcleo
SBC,BCC,UFPE,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
0,0,0,0,0,0
17,17,5,31,38,0
