Créditos-aula por Núcleo
ICMC,BCC,PUCRIO,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
32,12,0,51,47,6
26,12,0,34,54,6
