Créditos-aula por Núcleo
PUCRS,BCC,PUCRIO,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
24,16,0,68,86,0
26,12,0,34,54,6
