Créditos-aula por Núcleo
PUCRS,BCC,UFSC,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
24,16,0,68,86,0
27,23,0,57,65,0
