Créditos-aula por Núcleo
UFPE,BCC,UFG,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
17,17,5,31,38,0
20,18,0,52,78,0
