Créditos-aula por Núcleo
ICMC,BCC,UNB,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
32,12,0,51,47,6
22,4,0,36,44,0
