Créditos-aula por Núcleo
UNB,BCC,UFPR,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
22,4,0,36,44,0
19,7,0,37,40,0
