Créditos-aula por Núcleo
PUCRIO,BCC,UFPR,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
26,12,0,34,54,6
19,7,0,37,40,0
