Créditos-aula por Núcleo
PUCRS,BCC,SBC,BCC
Matemática,Contexto Social e Profissional,Eletrônica,Fundamentos da Computação,Tecnologia da Computação,Ciências Básicas
24,16,0,68,86,0
0,0,0,0,0,0
