Créditos-aula por Núcleo
ICMC,BCC,ICMC,BSI
Eletrônica,|Fund. de
Comp.|,Ciências Básicas,|Tec. de
Comp.|,Cont. Soc. e Prof.,Matemática
0,51,6,47,12,32
0,51,0,38,14,16
